Unit,  Week,Day,           Time, Key,     Activity,                                          Section
2, 13,  Lunes,         10:00 AM,    
2, 13,  Martes,        10:00 AM,       
2, 13,  Miércoles,     10:00 AM,    
2, 13,  Jueves,        10:00 AM,       
2, 13,  Viernes,       10:00 AM,   CTE,  CTE,  CTE   
2, 14,  Lunes,         10:00 AM, 
2, 14,  Martes,        10:00 AM,       
2, 14,  Miércoles,     10:00 AM,    
2, 14,  Jueves,        10:00 AM,       
2, 14,  Viernes,       10:00 AM,      
2, 15,  Lunes,         10:00 AM, 
2, 15,  Martes,        10:00 AM,       
2, 15,  Miércoles,     10:00 AM,    
2, 15,  Jueves,        10:00 AM,       
2, 15,  Viernes,       10:00 AM,      
2, 16,  Lunes,         10:00 AM, 
2, 16,  Martes,        10:00 AM,       
2, 16,  Miércoles,     10:00 AM,    
2, 16,  Jueves,        10:00 AM,       
2, 16,  Viernes,       10:00 AM,      
2, 19,  Lunes,         10:00 AM,   No hay clases
2, 19,  Martes,        10:00 AM,   No hay clases      
2, 19,  Miércoles,     10:00 AM,   No hay clases   
2, 19,  Jueves,        10:00 AM,       
2, 19,  Viernes,       10:00 AM,      
2, 20,  Lunes,         10:00 AM, 
2, 20,  Martes,        10:00 AM,       
2, 20,  Miércoles,     10:00 AM,    
2, 20,  Jueves,        10:00 AM,       
2, 20,  Viernes,       10:00 AM,      
2, 21,  Lunes,         10:00 AM, 
2, 21,  Martes,        10:00 AM,       
2, 21,  Miércoles,     10:00 AM,    
2, 21,  Jueves,        10:00 AM,       
2, 21,  Viernes,       10:00 AM,      
2, 22,  Lunes,         10:00 AM, 
2, 22,  Martes,        10:00 AM,       
2, 22,  Miércoles,     10:00 AM,    
2, 22,  Jueves,        10:00 AM,       
2, 22,  Viernes,       10:00 AM,   CTE,  CTE,  CTE   
2, 23,  Lunes,         10:00 AM,   No hay clases
2, 23,  Martes,        10:00 AM,       
2, 23,  Miércoles,     10:00 AM,    
2, 23,  Jueves,        10:00 AM,       
2, 23,  Viernes,       10:00 AM,      
2, 24,  Lunes,         10:00 AM, 
2, 24,  Martes,        10:00 AM,       
2, 24,  Miércoles,     10:00 AM,    
2, 24,  Jueves,        10:00 AM,       
2, 24,  Viernes,       10:00 AM,      
2, 25,  Lunes,         10:00 AM, 
2, 25,  Martes,        10:00 AM,       
2, 25,  Miércoles,     10:00 AM,    
2, 25,  Jueves,        10:00 AM,       
2, 25,  Viernes,       10:00 AM,      
2, 26,  Lunes,         10:00 AM, 
2, 26,  Martes,        10:00 AM,       
2, 26,  Miércoles,     10:00 AM,    
2, 26,  Jueves,        10:00 AM,       
2, 26,  Viernes,       10:00 AM,   CTE,  CTE,  CTE   
2, 27,  Lunes,         10:00 AM, 
2, 27,  Martes,        10:00 AM,       
2, 27,  Miércoles,     10:00 AM,    
2, 27,  Jueves,        10:00 AM,       
2, 27,  Viernes,       10:00 AM,      
2, 28,  Lunes,         10:00 AM, 
2, 28,  Martes,        10:00 AM,       
2, 28,  Miércoles,     10:00 AM,    
2, 28,  Jueves,        10:00 AM,       
2, 28,  Viernes,       10:00 AM,      
2, 29,  Lunes,         10:00 AM,   No hay clases
2, 29,  Martes,        10:00 AM,       
2, 29,  Miércoles,     10:00 AM,    
2, 29,  Jueves,        10:00 AM,       
2, 29,  Viernes,       10:00 AM,      
