Fecha,Color
2027-03-08,
2027-03-09,
2027-03-10,
2027-03-11,
2027-03-12,
2027-03-15,Red!50
2027-03-16,
2027-03-17,
2027-03-18,
2027-03-19,
2027-04-05,
2027-04-06,
2027-04-07,
2027-04-08,
2027-04-09,
2027-04-12,
2027-04-13,
2027-04-14,
2027-04-15,
2027-04-16,
2027-04-19,
2027-04-20,
2027-04-21,
2027-04-22,
2027-04-23,
